"D_DF1_sample-1" "D_DF1_sample-2" "D_DF1_sample-3" "D_DF1-I_sample-1" "D_DF1-I_sample-2" "D_DF1-I_sample-3" "D_DF1-P_sample-1" "D_DF1-P_sample-2" "D_DF1-P_sample-3" "D_DF1-P-I_sample-1" "D_DF1-P-I_sample-2" "D_DF1-P-I_sample-3" "D_DF1-PC_sample-1" "D_DF1-PC_sample-2" "D_DF1-PC_sample-3" "D_DF1-PC-I_sample-1" "D_DF1-PC-I_sample-2" "D_DF1-PC-I_sample-3"
"TM2D3" 0 0 3 2 3 8 1 1 2 0 0 1 3 0 1 4 3 4
"TM4SF1" 0 1 0 0 1 3 7 3 4 1 4 6 2 2 1 2 0 1
"TM4SF18" 3 3 1 6 7 2 15 22 14 21 21 22 6 6 13 2 9 4
"TM4SF19" 12 29 16 14 11 14 27 18 32 21 31 28 30 30 42 21 28 20
"TM4SF1a" 0 0 7 0 1 2 1 1 0 0 2 1 1 1 1 0 1 0
"TM4SF4" 11 26 10 3 2 3 18 19 16 11 20 14 17 14 33 9 13 11
"TM6SF1" 9 15 13 13 19 10 17 16 9 11 31 19 18 12 12 12 11 6
"TM6SF2" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"TM7SF3" 63 75 70 90 92 132 57 66 81 72 73 77 64 61 75 72 92 66
"TM9SF2" 11 17 14 9 29 23 5 6 9 12 13 12 7 6 10 13 8 24
"TM9SF2L" 1 5 7 0 6 4 5 1 2 3 4 2 1 1 3 1 3 3
"TM9SF3" 31 50 29 26 37 33 24 10 27 19 28 23 15 14 28 21 28 49
"TM9SF4" 3 3 9 17 11 12 1 1 2 1 2 3 5 6 12 3 9 3
"TMA16" 0 1 1 3 1 3 0 1 1 0 0 0 0 0 0 0 0 2
"TMA7" 5 6 5 2 0 1 0 6 4 1 0 1 4 1 3 4 1 1
"TMBIM1" 114 129 119 96 131 95 65 86 61 56 64 58 80 115 144 111 103 125
"TMBIM4" 7 13 9 14 19 15 11 6 3 2 4 9 9 7 4 12 16 10
"TMBIM6" 6 10 11 9 4 12 14 12 13 14 13 13 13 10 10 9 11 17
"TMC1" 0 0 3 1 4 0 0 1 0 0 1 0 0 0 0 0 0 0
"TMC2" 1 0 1 5 5 1 0 0 0 0 0 0 0 0 0 1 1 2
"TMC3" 6 4 5 73 69 73 6 9 9 3 6 6 7 12 15 14 20 19
"TMC5" 26 41 35 21 24 24 37 53 51 44 31 49 49 50 67 19 19 27
"TMC6" 660 814 788 591 667 717 506 419 658 457 566 596 575 708 747 1010 1143 1277
"TMC7" 1 0 1 2 1 0 0 0 1 0 0 0 2 1 1 0 3 5
"TMCC1" 45 65 80 60 62 57 55 35 51 50 49 45 62 74 67 60 77 106
"TMCC2" 2 1 3 10 6 9 0 1 1 0 2 3 2 1 1 3 5 4
"TMCC3" 0 1 7 3 3 0 0 0 0 0 0 1 1 2 3 1 1 3
"TMCO1" 4 1 1 1 4 5 3 0 3 1 4 4 1 0 3 3 0 0
"TMCO3" 0 0 6 3 2 3 0 2 2 0 3 2 4 3 1 2 1 1
"TMCO4" 5 4 6 8 5 2 40 44 49 46 42 49 10 11 12 8 3 2
"TMCO6" 402 392 364 223 197 201 244 293 240 171 205 213 221 175 352 202 217 198
"TMCO7" 7 6 2 8 12 10 3 0 4 2 3 7 11 8 3 1 2 3
"TMDD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMED10" 39 47 28 34 45 57 18 15 28 17 19 23 33 18 38 28 33 65
"TMED11" 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
"TMED2" 3 21 6 8 6 8 7 7 7 3 1 9 19 5 10 9 10 2
"TMED3" 2 5 9 3 1 2 8 4 5 1 5 5 4 1 9 7 4 5
"TMED5" 79 125 61 41 76 63 78 103 67 52 59 46 57 69 90 59 47 77
"TMED6" 39 41 39 50 74 75 16 13 23 8 10 17 15 12 23 42 33 33
"TMED7" 8 14 6 8 9 5 3 14 6 5 13 16 9 9 13 14 5 13
"TMED8" 5 3 0 2 0 4 4 1 3 1 1 2 2 4 5 0 1 0
"TMEFF1" 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0
"TMEFF2" 2 4 10 6 5 3 20 28 20 16 13 25 10 9 17 7 10 7
"TMEM100" 0 0 2 1 0 3 0 0 0 1 0 0 0 0 0 0 0 0
"TMEM101" 2 2 2 2 1 2 1 0 4 1 1 2 2 0 1 5 1 5
"TMEM104" 1051 1462 1512 994 1134 1131 1471 1194 1486 1303 1425 1672 1109 1338 1243 951 989 1000
"TMEM106B" 6 2 9 4 2 1 0 0 0 0 3 2 5 4 1 1 4 2
"TMEM106C" 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0
"TMEM108" 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM109" 652 939 791 538 645 741 824 494 840 748 849 908 757 858 746 773 813 824
"TMEM11" 0 3 1 1 4 0 2 4 1 0 2 3 2 3 2 2 1 3
"TMEM114" 27 51 36 39 29 39 24 37 24 27 32 25 57 66 43 33 52 55
"TMEM115" 14 20 23 14 15 10 12 12 9 7 14 12 15 15 12 17 12 13
"TMEM116" 7 13 15 6 4 10 7 8 15 5 10 11 12 9 18 11 8 13
"TMEM117" 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0
"TMEM119" 8 6 3 8 7 13 4 4 5 5 6 5 11 5 9 2 2 7
"TMEM120A" 17 18 11 28 31 26 11 17 23 10 7 13 14 12 19 10 4 10
"TMEM120B" 13 18 20 8 15 22 6 24 22 11 20 17 13 7 15 6 7 7
"TMEM121" 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM121L" 5 1 2 12 12 13 2 3 2 0 0 4 1 2 1 4 5 2
"TMEM123" 3 4 1 36 69 71 2 0 1 0 3 1 4 1 0 2 3 0
"TMEM125" 2 3 7 5 5 5 4 6 7 6 5 7 2 6 7 2 5 4
"TMEM126A" 20 25 18 17 20 13 22 33 19 15 11 25 17 13 21 8 20 10
"TMEM127" 3 0 2 2 2 0 0 1 1 1 1 0 0 1 1 2 0 1
"TMEM128" 3 9 10 4 7 9 2 1 1 3 7 2 7 8 11 10 4 10
"TMEM129" 2 1 3 4 5 0 1 1 3 3 0 2 2 1 4 2 1 1
"TMEM130" 0 0 4 3 5 4 1 4 1 2 1 0 4 1 1 5 3 4
"TMEM131" 30 30 27 24 14 16 11 20 10 10 10 18 20 15 17 13 10 15
"TMEM131L" 2 7 8 1 3 0 1 3 1 1 0 1 0 1 6 0 5 0
"TMEM132A" 21 22 39 35 20 19 49 15 32 27 45 28 22 20 18 19 15 12
"TMEM132B" 2 0 3 1 1 0 0 0 1 0 0 1 8 12 4 1 1 1
"TMEM132C" 0 0 3 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0
"TMEM132D" 0 0 0 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0
"TMEM132E" 4 2 4 3 4 2 3 4 9 9 8 11 1 2 2 7 6 3
"TMEM135" 1 2 3 2 4 1 2 5 1 1 0 3 11 9 17 6 18 5
"TMEM136" 46 82 74 18 36 33 78 46 86 88 86 79 167 219 199 55 58 57
"TMEM136-1" 41 64 50 7 15 16 56 44 74 60 77 85 77 87 78 19 26 22
"TMEM138" 1 8 3 16 17 16 8 4 8 5 5 3 7 7 2 5 6 11
"TMEM139" 23 56 24 12 11 3 26 53 49 35 29 42 37 29 50 21 27 44
"TMEM140" 19 37 17 21 8 10 22 20 27 35 33 34 18 11 26 18 15 17
"TMEM141" 37 26 35 29 33 43 30 23 31 15 20 19 30 29 34 35 42 45
"TMEM144" 0 0 2 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0
"TMEM147" 4 4 1 2 1 2 2 1 2 0 4 3 1 2 0 2 0 1
"TMEM14A" 0 0 1 1 1 2 1 1 1 0 1 1 0 1 0 0 2 0
"TMEM14C" 0 1 5 9 9 9 0 1 0 2 3 0 3 2 2 4 4 1
"TMEM150B" 1 1 3 18 28 23 1 0 0 0 2 1 1 0 0 0 1 3
"TMEM150C" 59 118 83 37 44 42 71 45 52 69 59 85 118 105 127 91 98 86
"TMEM151B" 2 0 2 8 3 5 1 0 0 0 1 1 0 1 2 3 1 0
"TMEM154" 0 0 6 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
"TMEM156" 1 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 1 0
"TMEM158" 8 2 3 7 6 4 2 2 2 2 2 2 7 3 4 11 5 7
"TMEM159" 2 0 1 2 3 0 1 0 0 2 0 3 1 0 1 2 2 7
"TMEM161A" 2 2 3 4 7 2 1 2 2 1 1 3 1 1 2 0 0 3
"TMEM161B" 0 1 1 3 1 1 1 0 1 1 1 0 0 0 2 1 3 3
"TMEM163" 1 3 1 4 1 0 5 4 3 1 7 5 1 1 6 5 2 2
"TMEM164" 21 28 28 38 45 45 40 39 41 38 44 55 30 25 43 30 18 21
"TMEM165" 9 6 9 4 11 5 5 10 3 5 5 6 5 9 10 6 1 9
"TMEM167A" 2 1 3 2 1 2 2 1 0 1 3 1 2 1 3 4 4 7
"TMEM167B" 0 3 6 3 3 3 0 1 1 1 1 1 5 7 2 1 6 6
"TMEM168" 2 0 1 18 26 24 0 2 1 0 1 1 2 1 3 2 2 7
"TMEM169" 8 28 12 2 6 3 8 15 7 10 5 3 22 17 18 3 12 8
"TMEM17" 3 0 4 1 0 0 0 3 1 1 1 0 0 0 0 0 0 0
"TMEM170A" 3 2 4 6 2 3 1 3 3 0 1 2 0 0 3 0 4 0
"TMEM170B" 6 3 3 1 3 3 1 2 2 0 4 1 0 0 0 1 3 0
"TMEM171" 0 3 3 0 0 0 2 2 2 0 0 0 0 0 0 0 1 0
"TMEM173" 8 3 6 136 141 140 6 2 5 7 3 4 3 5 2 1 1 5
"TMEM174" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM175" 6 2 1 1 0 1 0 1 1 1 2 4 0 1 3 2 1 3
"TMEM177" 0 1 4 1 1 0 0 0 1 1 1 0 1 2 0 5 0 0
"TMEM178B" 0 1 0 3 5 3 1 0 1 0 0 0 1 0 0 1 0 0
"TMEM179" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"TMEM18" 2 1 1 3 2 4 1 0 0 0 1 0 2 0 1 0 0 0
"TMEM181" 36 50 35 23 27 15 22 12 26 23 30 31 25 22 39 22 19 15
"TMEM182" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM183A" 1 1 1 1 1 3 1 1 1 0 1 0 1 1 0 0 1 1
"TMEM184A" 70 104 78 45 56 41 35 45 51 28 40 46 48 61 103 57 32 51
"TMEM184B" 9 15 10 118 167 140 13 9 11 6 8 9 9 8 13 20 13 15
"TMEM184C" 41 78 44 51 46 38 52 64 76 54 61 69 49 57 75 60 39 57
"TMEM185B" 8 13 16 10 4 8 8 9 4 5 1 4 5 8 7 2 4 3
"TMEM186" 48 81 74 25 39 37 127 123 111 101 85 106 80 87 86 63 62 50
"TMEM189" 11 5 6 6 15 14 2 3 4 2 6 2 6 2 5 2 3 16
"TMEM19" 0 2 0 5 1 4 0 0 0 2 0 0 1 2 0 0 0 0
"TMEM192" 1 1 1 2 2 5 1 0 2 0 1 0 1 2 1 0 1 0
"TMEM196" 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM198" 4 0 4 3 3 9 0 0 3 1 0 2 1 0 0 3 2 4
"TMEM199" 0 0 0 4 1 7 1 0 0 0 0 1 0 0 0 1 0 1
"TMEM2" 7 7 4 5 10 9 0 1 0 1 1 0 0 1 4 0 1 4
"TMEM200A" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
"TMEM200B" 3 5 7 1 1 2 8 1 3 2 12 2 1 2 2 0 3 9
"TMEM200C" 0 0 2 0 0 1 1 2 4 0 0 5 1 2 2 3 0 0
"TMEM201" 2 2 2 5 3 3 0 1 1 0 2 0 1 4 2 0 3 2
"TMEM203" 0 0 0 5 0 0 0 1 1 0 0 1 2 0 0 0 0 0
"TMEM204" 53 92 70 39 45 53 25 50 36 31 37 28 81 52 106 46 52 72
"TMEM206" 1307 1297 1284 598 684 676 952 868 952 776 862 953 957 852 1412 1142 1242 1098
"TMEM207" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM208" 16 29 10 3 7 7 16 24 16 16 19 25 7 10 13 9 7 6
"TMEM209" 1 1 1 0 0 3 1 3 4 0 2 0 0 2 1 2 1 0
"TMEM213" 4 4 4 4 7 2 11 9 7 6 19 6 2 2 3 3 1 1
"TMEM214" 15 11 20 27 28 24 20 7 19 8 16 12 17 16 15 10 3 18
"TMEM215" 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"TMEM216" 626 825 645 562 622 707 621 336 706 595 664 716 731 847 759 623 746 652
"TMEM218" 0 2 2 4 2 0 1 2 4 2 0 4 5 1 2 0 2 4
"TMEM220" 64 76 43 79 83 86 94 132 83 72 83 97 54 77 59 73 64 89
"TMEM221" 352 369 288 411 401 392 230 259 241 214 256 244 243 268 271 221 251 291
"TMEM222" 4 2 6 5 8 4 3 2 4 1 3 1 1 12 9 6 5 13
"TMEM223" 9 13 23 16 17 20 13 10 16 7 8 13 9 16 4 11 17 10
"TMEM229B" 1 0 1 7 2 9 1 0 0 1 0 0 0 1 0 2 1 1
"TMEM230" 5 2 5 9 8 7 8 18 11 3 13 4 3 8 9 7 5 13
"TMEM231" 128 149 171 151 161 214 79 66 77 74 96 92 114 135 142 144 125 144
"TMEM233" 37 46 37 23 18 19 18 19 14 25 33 30 21 9 11 4 10 7
"TMEM234" 959 1256 1453 329 396 428 944 404 969 920 979 1043 1703 1918 2018 1150 1166 852
"TMEM237" 6 3 9 34 22 36 9 5 4 6 5 3 4 6 9 7 10 6
"TMEM240" 1 3 5 22 32 24 3 4 6 3 7 9 18 19 24 12 10 17
"TMEM241" 89 160 156 106 77 95 158 125 164 159 175 187 147 170 139 113 88 86
"TMEM242" 3 3 0 5 2 6 12 13 14 9 8 10 20 23 26 8 12 13
"TMEM243" 7 6 7 11 6 13 3 4 5 3 8 3 4 5 3 7 5 11
"TMEM244" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0
"TMEM245" 3 3 2 1 1 4 2 2 8 1 4 6 3 0 1 0 0 3
"TMEM246" 2 0 1 0 1 1 2 1 3 2 0 3 1 1 2 0 0 1
"TMEM248" 8 12 10 4 3 13 7 10 9 6 13 15 4 6 4 6 6 16
"TMEM251" 28 51 33 37 40 48 34 36 58 24 45 41 78 87 113 157 163 163
"TMEM252" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"TMEM254" 1 2 1 5 3 4 5 9 2 2 2 2 0 0 0 1 3 2
"TMEM255A" 30 38 19 33 20 25 33 33 33 33 45 31 25 14 39 20 11 20
"TMEM255B" 3 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0
"TMEM258" 1 6 3 1 1 2 2 0 1 3 4 0 3 2 1 2 3 2
"TMEM259" 13 12 11 13 17 6 3 4 4 9 5 3 3 9 5 5 9 11
"TMEM26" 5 7 9 14 11 10 3 2 2 1 2 3 3 7 1 9 1 3
"TMEM260" 2 2 4 1 1 1 0 0 0 0 0 0 1 0 0 1 0 2
"TMEM263" 1 3 8 3 3 3 5 2 6 1 1 4 0 3 1 0 1 3
"TMEM266" 359 419 366 180 227 186 174 248 180 151 172 175 169 283 239 193 198 247
"TMEM267" 0 0 1 1 0 1 0 2 0 0 0 0 0 0 0 0 1 0
"TMEM268" 1 0 2 6 16 10 0 0 0 1 0 0 1 2 0 3 3 0
"TMEM27" 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM272" 0 0 3 0 1 1 1 2 1 0 0 1 0 2 0 0 0 0
"TMEM30A" 1 5 4 6 6 1 8 3 5 3 4 10 1 8 4 3 2 5
"TMEM30CP" 4 4 5 9 13 14 8 1 3 9 3 4 3 1 1 5 2 2
"TMEM33" 93 143 105 38 39 40 102 115 87 66 80 73 100 90 124 61 60 82
"TMEM35A" 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0
"TMEM35B" 2 0 0 0 1 1 1 0 0 0 0 0 2 2 0 1 0 0
"TMEM37" 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2
"TMEM38A" 90 118 64 38 45 33 51 80 55 41 78 87 63 54 79 48 49 70
"TMEM38B" 0 0 0 2 0 1 0 0 0 1 1 1 0 1 0 0 0 0
"TMEM39A" 61 60 61 35 40 41 45 73 71 70 61 73 80 82 81 68 56 79
"TMEM39B" 9 16 14 87 85 96 6 4 5 9 12 10 13 6 13 14 22 25
"TMEM40" 772 1303 958 689 727 713 450 473 414 409 472 495 680 729 808 551 593 584
"TMEM41A" 0 2 5 0 1 3 0 0 1 1 0 1 1 4 0 3 0 2
"TMEM41B" 9 17 22 26 34 32 8 7 5 3 10 9 9 8 9 28 15 24
"TMEM42" 0 1 3 1 2 0 0 0 0 0 1 0 1 0 1 0 0 2
"TMEM43" 3 6 7 28 25 30 4 4 3 4 1 3 9 1 3 12 2 11
"TMEM45A" 0 0 1 2 2 5 0 0 1 0 0 0 0 0 1 1 0 4
"TMEM45B" 1 1 3 5 9 7 6 6 0 2 2 1 0 4 8 3 0 2
"TMEM45L" 4 4 6 13 18 21 10 14 12 11 13 12 9 15 8 8 4 13
"TMEM47" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM5" 1 0 2 0 6 2 3 1 4 1 0 3 0 0 0 0 1 6
"TMEM50A" 0 1 2 1 1 1 1 1 0 1 0 2 3 2 3 2 2 0
"TMEM50B" 7 17 10 61 50 72 25 16 7 7 8 13 6 9 12 14 12 14
"TMEM51" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM52" 37 89 59 80 121 103 42 62 48 42 32 41 60 41 73 33 22 31
"TMEM52B" 0 0 2 3 6 3 0 0 0 0 0 0 2 1 2 1 0 1
"TMEM53" 1 3 3 8 5 5 1 4 5 1 3 5 1 0 1 0 2 3
"TMEM55A" 2 0 1 1 1 2 0 0 1 0 0 0 3 2 0 0 0 1
"TMEM57" 70 83 69 14 18 22 78 52 94 70 86 93 152 217 191 90 98 126
"TMEM59" 0 1 0 3 2 0 0 0 3 0 4 4 0 1 3 1 1 1
"TMEM59L" 0 3 2 3 0 2 3 2 8 1 3 12 1 3 0 0 2 1
"TMEM60" 2 4 2 9 11 9 10 11 8 6 5 19 5 1 3 0 3 2
"TMEM61" 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 1
"TMEM62" 7 7 7 6 3 3 14 15 9 11 17 24 11 10 13 5 5 1
"TMEM63A" 0 2 0 1 0 2 1 0 1 0 1 2 1 2 0 0 0 0
"TMEM63B" 8 13 11 37 25 38 17 6 11 12 31 16 20 19 17 19 26 17
"TMEM63C" 1 2 5 1 5 1 3 1 4 0 0 2 0 5 1 2 1 1
"TMEM65" 1 1 2 5 5 2 2 4 0 1 0 4 2 2 0 1 1 3
"TMEM67" 6 3 4 1 3 8 1 2 2 1 1 1 10 5 7 6 5 4
"TMEM68" 0 1 3 4 2 3 0 1 0 1 0 1 3 0 6 4 0 3
"TMEM69" 3 8 10 16 8 13 16 17 20 9 10 14 12 11 16 10 6 8
"TMEM70" 4 5 5 15 11 11 4 5 3 3 0 1 2 2 6 3 12 3
"TMEM71" 4 0 1 6 1 3 0 0 0 0 0 1 1 2 3 1 3 1
"TMEM72" 2 0 0 6 5 2 1 0 0 0 0 0 0 0 0 0 1 0
"TMEM74" 0 0 5 2 3 0 2 0 0 0 0 0 0 0 0 0 0 0
"TMEM74B" 0 0 2 3 1 3 0 0 0 0 0 0 0 1 0 0 0 0
"TMEM79" 6 5 8 16 30 29 12 11 14 11 7 10 3 5 4 11 8 18
"TMEM80" 0 0 1 1 2 0 0 1 0 1 0 1 1 0 2 1 1 0
"TMEM81" 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM82" 2 9 0 10 14 10 2 4 1 3 2 0 1 4 2 1 4 1
"TMEM86A" 0 0 0 1 1 1 0 0 0 0 1 1 1 0 2 1 3 2
"TMEM87B" 4 3 8 2 6 4 2 3 1 1 5 2 4 5 3 2 3 3
"TMEM88B" 3 2 8 5 2 2 9 4 9 6 7 15 5 2 4 4 6 1
"TMEM8A" 16 7 18 19 17 29 2 0 12 4 6 10 4 7 6 4 9 17
"TMEM8B" 28 39 24 20 43 31 23 21 31 19 12 26 20 15 27 34 37 40
"TMEM8C" 0 0 2 2 0 2 0 1 0 1 1 2 0 0 0 0 0 0
"TMEM9" 0 0 0 3 3 3 0 0 0 0 0 1 0 0 0 0 0 0
"TMEM94" 161 233 237 92 86 76 236 125 232 196 230 239 160 187 151 105 93 120
"TMEM97" 15 23 7 4 12 10 9 24 13 5 6 8 11 10 10 3 5 12
"TMEM98" 0 6 3 13 10 5 0 2 1 1 1 4 2 2 0 1 1 1
"TMEM9B" 0 3 5 3 3 2 5 1 1 1 2 1 1 1 4 0 4 1
"TMF1" 1 1 1 3 4 5 0 1 1 1 0 0 2 0 2 0 2 2
"TMIE" 0 0 2 0 1 0 0 0 0 0 0 0 2 0 4 0 1 0
"TMIGD1" 0 1 2 0 0 2 1 1 0 1 4 4 8 3 0 0 1 0
"TMIGD2" 2 4 1 4 5 4 1 6 3 2 1 3 2 3 2 1 2 3
"TMLHE" 18 21 19 6 8 5 15 20 14 22 14 28 10 9 16 8 3 9
"TMOD1" 4 3 7 5 11 4 6 3 3 4 4 4 6 2 6 4 11 8
"TMOD2" 6 7 5 7 16 15 6 14 8 7 6 5 4 5 2 2 7 13
"TMOD3" 3 2 5 5 5 3 2 1 3 0 2 1 2 4 1 3 2 3
"TMOD4" 38 62 51 53 45 41 48 48 55 34 46 49 29 30 45 37 46 40
"TMPO" 7 9 17 9 10 3 7 3 6 7 1 3 9 6 8 26 13 16
"TMPPE" 0 1 2 1 1 3 0 1 3 0 0 0 1 0 0 0 2 0
"TMPRSS11D" 0 0 0 5 2 0 0 0 0 0 0 0 0 1 0 1 0 1
"TMPRSS11F" 0 1 3 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0
"TMPRSS12" 0 2 4 7 8 14 1 3 5 8 1 4 0 0 3 2 1 1
"TMPRSS13" 63 76 63 80 90 95 105 75 106 92 87 98 88 105 109 96 81 95
"TMPRSS15" 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1
"TMPRSS2" 0 0 0 189 243 202 1 0 0 0 0 0 0 0 0 0 5 1
"TMPRSS3" 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
"TMPRSS4" 2 2 2 7 5 2 0 4 8 9 7 7 5 3 3 2 1 4
"TMPRSS5" 41 84 38 25 49 48 114 79 128 120 113 147 117 81 104 96 105 91
"TMPRSS6" 1 0 5 0 2 1 0 0 2 0 1 0 4 1 0 0 0 0
"TMPRSS7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMPRSS9" 33 44 45 60 73 48 27 23 32 29 22 35 28 16 39 70 67 76
"TMSB15B" 201 213 247 138 156 139 134 97 164 64 134 129 130 111 128 108 119 164
"TMSB4X" 65 70 66 16 39 19 47 20 39 26 36 37 36 45 52 27 24 26
"TMSB4Y" 74 113 146 147 154 179 202 125 163 185 258 211 106 141 80 170 202 252
"TMTC1" 0 3 3 2 5 3 3 0 0 0 1 5 3 0 1 0 4 3
"TMTC2" 2 1 2 2 3 1 1 2 2 0 1 2 1 1 0 3 1 4
"TMTC3" 0 1 1 2 1 4 0 1 3 2 1 1 4 2 5 2 1 2
"TMTC4" 2 2 7 12 9 7 1 1 0 1 0 0 2 4 0 0 5 5
"TMUB1" 7 14 11 3 13 11 11 6 5 5 10 23 7 9 9 15 12 12
"TMX1" 9 11 3 3 1 4 21 6 10 7 6 10 7 20 13 13 10 18
"TMX2" 12 10 13 32 16 24 14 2 10 4 3 4 12 13 9 15 12 11
"TMX3" 3 7 13 8 10 7 5 6 5 5 7 2 9 4 16 15 8 11
"TMX4" 4 1 4 6 3 2 0 2 1 0 1 4 3 2 1 1 3 7
"TNC" 11 8 5 19 20 37 5 3 6 3 4 5 7 7 12 7 9 8
"TNFAIP1" 2476 2099 2565 1427 1353 1252 1381 1874 1432 1012 1126 1248 781 753 1423 1288 1314 1580
"TNFAIP2" 5 12 8 323 385 334 16 15 16 6 15 11 21 24 30 26 32 30
"TNFAIP3" 0 0 1 7 12 4 0 1 0 2 0 1 1 4 2 1 3 10
"TNFAIP6" 1 1 3 10 14 8 0 1 1 0 1 2 3 4 0 4 2 4
"TNFAIP8" 8 23 21 8 6 13 16 10 10 11 20 14 33 25 33 24 27 34
"TNFAIP8L1" 57 67 53 19 27 23 32 58 41 32 25 44 35 38 51 23 25 38
"TNFAIP8L3" 29 71 46 97 102 111 56 84 50 36 57 55 55 52 94 41 38 52
"TNFRSF10B" 12 13 15 12 15 16 19 11 18 7 13 20 8 7 4 10 15 10
"TNFRSF11A" 6 6 10 6 5 8 4 3 4 4 3 1 1 1 7 1 5 4
"TNFRSF11B" 1 0 1 37 42 36 2 1 0 1 0 1 1 3 0 0 2 0
"TNFRSF13B" 6 9 8 20 15 16 1 16 8 6 10 2 16 3 6 7 8 8
"TNFRSF13C" 0 0 2 3 2 0 0 0 0 0 0 0 1 1 0 1 1 3
"TNFRSF14" 13 9 14 4 6 14 1 1 2 1 3 10 5 11 3 4 6 5
"TNFRSF18" 0 0 1 12 14 14 0 0 0 0 0 0 0 0 0 0 0 0
"TNFRSF19" 1 3 2 5 1 2 12 17 12 7 10 9 0 0 2 3 1 2
"TNFRSF1A" 48 45 47 42 58 37 16 16 11 9 7 26 53 59 51 35 45 52
"TNFRSF1B" 2 1 4 36 53 57 9 1 5 6 3 5 3 2 6 3 4 5
"TNFRSF21" 3 3 7 1 3 3 3 0 4 1 8 4 3 5 2 2 0 3
"TNFRSF25" 0 2 1 0 2 2 1 0 0 0 0 1 0 0 0 0 0 1
"TNFRSF4" 0 0 1 0 8 1 0 0 0 0 0 0 0 0 0 0 0 0
"TNFRSF6B" 132 213 219 96 130 140 59 30 54 59 79 82 80 110 100 54 63 49
"TNFRSF8" 10 18 10 27 34 57 11 11 10 11 12 9 10 7 13 8 14 13
"TNFRSF9" 2 3 1 5 8 6 7 29 11 11 7 9 1 5 4 1 3 3
"TNFSF10" 15 21 11 34 27 34 22 10 9 12 12 12 2 7 15 6 10 12
"TNFSF11" 0 0 3 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0
"TNFSF13B" 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"TNFSF15" 6 8 4 30 30 26 0 4 5 1 3 4 10 5 4 3 5 13
"TNFSF4" 1 6 1 15 9 16 1 0 1 1 2 4 3 1 1 2 1 2
"TNFSF8" 7 8 14 58 52 34 0 3 6 5 4 3 0 0 0 4 2 2
"TNIK" 24 42 36 11 18 13 27 17 27 17 41 48 35 28 40 29 36 42
"TNIP1" 47 42 39 24 22 24 56 51 85 54 60 64 23 22 22 22 23 18
"TNIP2" 3 6 2 19 10 23 11 18 10 6 7 9 5 6 3 5 6 1
"TNIP3" 1 1 1 3 6 5 2 1 1 0 0 3 0 0 0 2 0 1
"TNK2" 76 80 96 202 215 168 79 78 96 83 78 83 37 32 66 47 64 74
"TNKS" 121 148 117 109 133 130 66 68 69 75 79 90 68 65 89 84 62 97
"TNKS1BP1" 2 5 6 4 3 7 3 3 7 4 8 4 1 5 3 0 4 2
